Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
19.6,84.8,168,405,711,21,112,1320,163,148,10,42
14.7,80.4,99,315,643,19,103,1247,100,107,9,40
33.2,80.9,376,793,964,26,204,1521,262,331,10,34
30.5,30.8,300,775,550,46,271,1113,238,361,10,59
35.4,89.1,351,872,1050,1,191,1424,283,317,10,36
11.8,45.2,107,363,412,48,102,605,114,125,9,53
32.3,37.3,357,873,636,32,274,1098,244,412,10,62
11.8,82.6,89,211,639,58,72,1212,109,111,6,46
35.4,41.4,362,947,651,31,261,965,263,427,10,54
37.6,44.3,422,978,739,36,273,1387,321,413,10,47
11.8,79.0,109,243,629,35,65,1075,118,87,5,53
6.3,70.3,82,100,403,37,60,670,75,23,3,55
21.6,31.2,260,486,487,50,189,551,199,250,10,54
38.0,64.4,343,883,848,23,272,1243,312,376,10,33
1.3,39.1,38,35,202,65,30,382,0,0,2,76
29.8,52.0,302,802,640,19,210,1208,246,344,10,51
33.8,49.0,320,801,835,13,271,1165,261,337,10,43
21.0,75.7,259,457,697,26,125,1073,155,163,10,43
14.9,34.5,190,432,306,56,136,574,103,234,10,72
26.9,51.0,258,727,639,22,211,937,244,335,10,57
16.1,35.4,164,357,369,50,145,699,124,248,10,64
20.2,89.8,190,494,773,18,121,1225,167,147,10,52
30.4,38.4,340,812,580,45,226,1083,263,335,10,51
13.3,62.7,172,404,589,35,74,818,89,184,9,50
16.9,83.0,164,337,637,28,84,1096,128,190,10,47
14.8,37.3,129,283,370,65,120,704,97,173,10,56
6.5,40.9,68,81,250,69,57,375,32,69,5,71
31.6,70.5,321,831,730,29,212,1425,225,331,10,38
25.7,48.0,271,588,582,50,211,1093,194,305,10,50
21.9,42.7,267,582,601,63,164,1038,186,282,10,53
22.3,46.8,246,567,564,38,156,929,164,273,10,51
4.3,59.0,45,135,378,71,24,711,52,77,2,67
31.9,36.7,299,897,731,48,261,808,277,433,10,45
8.6,56.0,43,126,429,56,62,677,51,44,6,54
24.2,87.1,290,601,836,29,125,1291,179,172,10,50
25.4,89.4,304,611,790,27,121,1269,179,249,10,48
28.1,76.1,270,755,880,30,192,1300,211,261,10,52
37.9,39.9,332,963,829,35,287,1243,288,438,10,49
9.3,81.5,106,137,467,63,68,965,75,67,7,41
39.2,32.1,426,953,847,15,315,1083,309,489,10,53
0.3,61.3,14,99,328,67,0,442,25,14,1,68
18.8,56.4,234,423,630,52,132,1031,176,159,10,44
27.6,61.9,260,738,714,44,208,1177,224,293,10,54
8.9,73.3,57,284,549,57,73,1013,91,58,5,47
31.0,56.2,280,822,787,7,231,1346,226,354,10,48
37.7,71.4,365,865,940,2,252,1420,280,350,10,36
19.8,70.4,233,592,602,33,139,1277,142,233,10,41
3.9,40.2,42,7,238,77,29,545,58,38,3,56
8.6,43.6,80,193,383,72,58,497,45,123,7,72
2.7,38.4,68,43,172,59,25,455,19,20,3,75
18.8,35.1,222,394,399,71,170,893,154,280,10,63
35.0,84.2,320,793,879,11,202,1631,309,308,10,32
30.7,71.7,349,722,834,35,206,1448,220,252,10,45
4.4,79.4,77,50,415,60,30,880,18,49,4,54
26.3,30.9,254,584,542,26,232,1004,182,284,10,63
26.3,79.7,310,681,708,31,163,1372,232,227,10,53
11.9,51.5,72,353,394,57,70,756,69,162,10,67
24.7,57.2,249,573,712,50,172,1197,201,219,10,44
0.1,51.0,0,0,349,81,16,326,21,0,1,66
24.1,89.8,221,613,831,1,146,1369,215,184,10,32
39.5,54.1,368,998,883,19,285,1146,319,392,10,53
10.1,89.8,64,206,660,54,51,1062,94,117,4,54
31.4,46.7,321,744,779,40,232,1007,255,356,10,55
6.2,36.5,57,158,269,77,70,460,29,35,5,69
12.0,82.6,98,334,674,55,61,998,100,64,9,48
8.4,87.1,129,289,645,55,36,918,87,120,4,43
34.2,45.2,337,946,684,16,259,1005,282,437,10,53
12.7,77.4,84,344,615,58,62,869,110,101,6,47
20.5,45.1,244,575,549,31,169,1016,194,217,10,51
26.6,88.2,225,746,800,23,167,1430,202,217,10,39
4.4,49.6,64,163,309,57,41,548,11,28,2,60
26.8,60.4,251,682,676,36,182,970,201,242,10,46
8.3,79.0,127,177,487,32,51,946,55,122,3,58
39.2,83.4,441,1005,1014,19,228,1709,302,385,10,33
9.3,32.0,121,203,349,50,64,630,82,144,10,56
20.3,44.2,190,442,591,65,144,975,156,256,10,50
21.7,76.2,218,491,782,49,141,1381,181,239,10,46
28.4,40.5,241,763,581,27,214,844,240,344,10,47
23.8,88.9,250,677,843,39,152,1221,178,220,10,42
17.4,69.9,174,383,654,32,123,916,141,153,10,56
32.9,50.4,290,918,830,25,233,1153,262,404,10,44
3.6,33.9,78,0,256,83,24,362,58,55,4,69
24.4,88.9,287,596,742,3,132,1223,211,195,10,35
5.0,53.1,9,184,434,53,38,658,41,13,5,65
11.9,39.7,159,322,437,49,86,804,75,187,8,68
22.2,46.5,196,563,626,45,163,1025,193,281,10,53
31.4,85.7,301,851,829,1,189,1494,276,252,10,36
37.4,46.7,342,962,813,9,276,1187,329,384,10,49
10.2,61.1,95,296,440,38,53,989,104,132,8,47
12.3,30.4,166,283,299,67,119,570,71,107,10,70
29.6,87.9,280,713,841,25,181,1631,258,249,10,35
36.0,73.1,342,871,817,27,246,1369,316,383,10,44
21.7,84.8,191,518,809,22,120,1189,175,199,10,51
34.7,83.0,370,908,1009,0,207,1694,297,352,10,39
30.7,72.1,308,671,755,17,184,1195,253,327,10,44
29.7,53.0,346,804,773,35,204,1177,237,365,10,49
7.3,31.2,27,253,242,76,67,546,75,117,4,64
18.6,60.4,192,474,531,27,122,1125,159,197,10,48
19.0,46.9,216,488,452,56,127,800,181,247,10,66
28.8,47.5,312,753,707,53,217,945,236,363,10,49
9.4,39.8,105,283,416,47,87,728,57,83,6,68
11.2,67.8,162,303,484,37,65,769,111,78,6,49
24.9,40.3,227,690,530,33,208,760,227,280,10,47
34.2,77.8,380,856,858,12,211,1601,255,315,10,48
32.5,31.0,283,720,648,44,288,1071,236,421,10,54
23.7,50.6,228,664,662,26,181,812,195,293,10,54
22.5,77.9,218,472,807,34,149,1277,162,226,10,37
10.4,78.0,128,210,535,40,48,1015,57,97,8,61
25.5,30.0,257,657,521,44,230,763,220,364,10,53
10.6,85.0,150,169,542,56,80,1091,89,59,6,51
16.0,34.3,115,377,474,44,143,840,147,236,10,53
8.1,76.2,99,284,428,52,35,1073,64,93,7,60
22.3,43.1,179,557,649,51,186,785,203,239,10,50
8.7,80.6,82,240,588,44,63,1130,79,32,6,54
3.4,52.4,0,41,363,85,10,671,9,42,1,54
13.5,73.7,138,414,589,31,98,892,115,164,7,50
17.7,42.9,178,513,576,50,133,667,145,254,10,61
9.5,78.3,94,206,483,37,70,842,100,58,4,48
3.7,42.4,33,109,359,85,36,328,48,34,3,69
15.7,33.9,145,444,408,56,144,513,106,185,10,62
23.9,48.3,286,506,638,27,180,790,197,309,10,46
29.9,86.2,281,841,854,12,190,1262,210,229,10,32
27.8,72.4,249,636,690,4,180,1164,202,216,10,36
25.7,48.8,211,551,529,33,175,885,198,246,10,59
8.4,47.8,109,136,423,64,73,542,71,145,7,68
29.1,89.2,257,808,885,29,159,1418,223,289,10,48
30.1,54.4,253,805,805,41,230,1267,211,354,10,47
1.0,77.0,0,56,420,41,0,762,10,6,1,51
26.8,40.8,235,734,655,41,215,873,236,320,10,47
0.1,60.3,35,21,268,70,0,799,20,13,2,71
2.1,70.0,23,0,285,43,0,785,10,0,2,67
6.3,66.7,93,188,431,45,36,655,50,73,4,65
16.8,80.0,182,374,569,34,120,1185,126,121,9,50
23.1,30.6,227,508,595,57,201,962,158,288,10,67
28.8,88.4,335,730,870,25,169,1446,242,233,10,34
16.2,66.6,113,320,587,30,121,1039,101,201,10,61
40.0,38.9,413,1010,773,30,316,1109,336,499,10,48
27.5,49.8,278,702,606,41,198,1164,200,314,10,47
0.6,35.3,0,49,254,81,2,474,0,0,1,70
7.3,88.4,95,275,632,54,41,1022,59,12,3,44
34.3,54.8,368,911,802,38,259,1425,276,377,10,49
4.0,37.5,64,178,157,80,34,654,49,3,2,63
21.0,79.6,188,484,787,44,146,1255,196,222,10,40
37.5,71.1,376,918,966,27,240,1589,323,362,10,38
2.7,43.6,0,0,212,93,14,650,25,13,3,65
38.6,33.4,387,1020,780,19,312,973,333,444,10,48
1.3,40.3,61,14,145,79,11,344,22,30,1,62
11.2,50.8,94,272,445,40,103,681,78,99,9,52
5.0,56.1,77,130,311,76,18,679,66,98,2,69
37.6,77.8,384,1006,988,14,249,1477,293,337,10,28
32.6,32.6,312,840,720,30,255,968,264,423,10,62
34.5,58.6,368,857,794,13,248,1329,251,393,10,46
25.8,68.6,252,694,691,40,154,1127,215,222,10,42
35.6,51.2,383,901,885,8,256,1187,311,434,10,56
25.9,42.6,219,603,556,30,187,818,202,332,10,58
28.7,79.1,264,810,921,2,187,1176,239,223,10,45
28.8,73.9,333,765,752,34,187,1359,206,226,10,38
22.8,48.1,262,478,495,48,189,1130,185,291,10,64
36.9,30.7,371,954,764,47,298,962,322,460,10,62
12.5,80.0,134,294,638,25,72,917,100,142,7,54
5.3,79.7,82,204,485,57,28,864,17,97,5,48
27.2,73.5,275,613,812,6,155,1310,196,225,10,48
24.5,57.6,258,549,690,15,157,1055,211,268,10,59
6.0,86.4,82,123,478,35,51,790,52,81,4,49
26.7,55.9,315,662,697,22,204,954,215,318,10,57
26.1,38.5,227,611,561,51,209,892,190,319,10,55
15.6,49.1,160,434,462,38,120,758,137,185,10,60
20.8,69.1,164,576,595,36,130,1288,166,230,10,44
5.4,49.7,88,108,420,75,50,510,25,97,2,61
4.0,49.1,62,114,237,72,33,693,32,68,4,69
19.4,53.9,217,405,557,61,144,979,150,181,10,50
29.4,58.1,245,642,660,44,201,1067,234,324,10,44
37.4,39.5,365,891,772,5,316,1137,280,439,10,43
8.2,85.1,88,110,507,52,48,868,41,62,4,56
4.6,57.8,38,170,277,67,23,842,59,74,4,62
2.7,61.8,63,120,364,63,16,563,13,32,1,66
9.9,89.3,132,223,508,52,56,1014,53,74,4,43
0.4,80.8,1,0,355,49,0,889,0,0,1,60
8.4,50.8,128,243,356,55,59,589,57,50,6,58
0.3,80.3,41,0,453,51,0,755,0,0,1,64
37.0,62.0,398,857,836,0,252,1541,319,406,10,42
3.0,75.3,60,4,359,64,18,740,0,0,1,64
11.6,67.9,115,301,511,67,59,1015,91,97,8,58
16.1,78.4,123,414,665,35,113,1008,105,155,10,57
8.9,80.7,127,250,440,32,33,796,52,64,4,61
17.2,69.0,181,451,601,31,127,855,132,154,10,58
30.2,65.8,286,852,746,41,191,1081,225,296,10,36
17.1,52.2,140,513,605,36,109,1032,164,218,10,61
22.5,43.2,220,611,560,27,169,713,210,270,10,65
18.0,47.9,222,507,550,62,141,864,159,170,10,59
23.3,70.1,279,673,638,25,140,999,183,240,10,52
11.8,84.9,69,391,562,21,51,1123,70,54,6,52
10.5,67.2,61,329,547,42,64,990,77,75,8,55
8.9,35.1,40,297,322,62,64,358,82,156,6,61
13.0,66.4,151,405,577,62,68,1088,119,85,9,52
17.3,75.3,192,528,595,30,124,1257,137,184,10,43
25.8,50.9,264,670,693,54,212,1081,197,288,10,52
29.0,42.1,242,703,708,18,210,939,234,328,10,45
26.4,77.8,236,648,807,10,180,1502,213,267,10,53
10.1,51.5,66,340,314,65,83,858,77,110,9,53
8.7,72.3,50,313,490,68,56,964,70,59,5,61
23.1,86.1,190,581,739,13,149,1245,209,223,10,46
18.7,47.4,210,457,470,46,137,778,139,216,10,47
35.9,52.3,310,996,842,10,281,1355,307,392,10,55
7.8,38.1,32,184,402,89,75,451,78,113,6,56
18.4,49.1,200,453,496,28,123,878,151,243,10,53
5.1,70.4,68,73,348,38,24,751,21,2,5,50
11.6,67.5,99,359,484,41,90,1041,114,139,6,56
17.1,70.7,129,409,622,19,106,1170,165,136,10,53
11.7,69.8,127,389,496,47,92,1053,67,113,6,51
35.3,60.2,338,860,836,8,230,1112,295,336,10,51
22.0,59.5,252,564,719,29,163,1131,177,253,10,61
31.8,44.6,277,872,621,30,243,1020,242,395,10,51
25.6,68.9,303,731,754,30,165,1222,211,269,10,54
20.4,84.0,238,555,745,11,103,1217,137,164,10,41
1.8,58.4,0,0,346,57,14,540,36,29,1,69
23.3,66.9,186,509,597,34,151,1305,189,225,10,52
35.0,60.1,320,875,736,1,250,1326,269,392,10,46
7.7,30.6,98,246,207,88,80,491,32,74,8,58
17.3,32.9,188,479,338,74,160,705,145,264,10,59
10.4,55.3,81,310,403,69,91,749,60,135,6,61
30.6,67.9,268,672,799,21,186,1326,251,323,10,48
25.7,60.8,298,627,645,38,194,1026,188,264,10,59
1.7,84.9,24,5,465,37,14,686,25,59,2,64
15.1,86.4,126,282,627,16,80,1153,143,89,7,46
10.8,56.8,134,353,542,42,84,689,103,70,6,51
32.5,30.8,374,828,648,37,255,1009,262,388,10,46
15.3,75.9,134,401,589,31,85,1086,107,191,10,48
11.7,57.0,84,371,558,65,88,802,123,115,8,61
11.5,54.3,152,303,367,64,72,772,100,83,10,60
14.2,50.5,167,388,432,48,97,970,141,163,10,64
12.6,37.5,130,392,381,50,101,533,96,178,10,53
29.6,83.3,249,825,788,30,170,1400,209,235,10,46
6.6,39.6,64,240,363,67,67,487,49,74,7,64
14.1,66.2,173,321,561,35,94,811,132,185,8,58
30.9,87.2,270,824,984,29,160,1465,265,261,10,37
18.8,63.5,221,453,675,50,113,1170,144,181,10,56
12.5,61.1,113,213,525,57,88,959,112,85,9,56
7.8,49.4,113,249,354,66,64,508,79,104,5,57
36.9,67.2,360,891,976,0,238,1495,323,406,10,46
20.0,68.4,234,436,605,22,124,1100,162,150,10,53
33.3,47.0,382,903,760,12,249,1236,293,366,10,40
30.2,47.2,345,715,660,40,226,1143,269,379,10,44
25.1,53.6,293,673,573,47,197,1069,198,283,10,55
5.0,77.1,27,185,449,36,23,827,52,12,2,53
12.4,85.5,87,219,691,19,57,1046,96,154,7,38
15.6,42.6,152,461,387,39,142,654,101,171,10,54
5.6,80.4,29,197,504,55,19,766,60,13,2,44
3.4,32.9,4,134,246,70,37,441,46,16,4,78
4.9,39.9,35,185,346,76,32,317,37,27,2,58
12.1,71.9,170,391,561,57,94,897,73,76,6,44
35.1,54.0,385,927,829,26,264,1234,285,378,10,40
1.7,77.6,16,50,498,41,22,745,23,48,1,46
15.2,60.3,172,340,512,53,118,1007,149,134,10,45
7.4,60.8,115,104,489,71,38,632,86,51,5,63
31.7,66.9,305,721,908,5,219,1313,275,295,10,50
18.9,59.8,190,417,511,36,121,919,144,215,10,62
20.0,75.6,214,525,746,21,143,1168,139,139,10,46
24.9,31.8,230,715,472,34,209,927,207,305,10,62
24.3,83.2,273,511,719,24,161,1383,178,237,10,44
15.2,61.9,199,379,478,65,88,1055,95,142,10,58
24.5,43.3,252,706,665,61,188,891,173,329,10,46
0.2,39.8,16,51,123,69,0,436,0,12,1,60
10.2,41.7,58,209,404,79,76,670,102,144,8,71
34.9,51.8,359,889,793,7,267,1159,268,402,10,54
2.9,60.3,14,149,280,50,28,711,47,0,1,70
21.0,79.7,171,512,737,25,124,1277,161,171,10,44
2.4,46.8,64,54,324,67,32,566,0,9,2,64
10.3,62.4,85,251,395,60,65,684,66,66,6,57
27.7,76.0,234,708,778,33,169,1377,229,289,10,49
27.9,88.9,307,698,831,17,170,1272,239,221,10,34
14.0,74.3,115,438,634,51,82,960,137,86,7,54
34.0,59.8,327,902,773,29,234,1244,266,394,10,48
7.2,88.2,102,114,458,60,32,932,77,56,4,60
27.4,75.2,263,593,767,5,156,1143,192,284,10,52
5.4,41.1,29,61,238,74,28,561,36,107,4,60
24.6,56.4,238,593,604,22,173,878,183,227,10,47
30.0,69.5,308,691,798,2,178,1144,215,266,10,38
16.2,65.7,120,338,662,25,95,1005,150,115,9,58
24.3,77.4,250,551,740,14,159,1182,181,238,10,46
14.8,52.3,159,293,542,46,124,651,108,197,9,50
7.6,47.8,69,172,327,45,70,494,32,48,6,59
15.0,36.2,149,380,363,74,107,815,149,198,10,60
15.6,64.8,167,295,589,64,97,1095,141,147,10,50
32.4,57.1,328,785,844,26,248,1382,276,322,10,50
6.9,35.6,65,233,188,86,59,662,78,46,5,72
30.3,64.8,313,675,863,7,211,1067,234,292,10,53
28.8,41.8,310,646,633,19,227,798,202,314,10,53
16.4,42.7,199,338,531,57,136,712,138,185,10,67
37.1,47.2,330,1014,864,16,293,1361,281,441,10,48
33.4,70.0,302,815,821,0,200,1458,251,351,10,36
6.7,42.6,38,100,300,55,66,517,44,96,5,68
36.0,46.4,379,808,710,37,278,1332,269,449,10,48
26.3,64.3,248,742,729,30,173,1227,205,251,10,50
27.2,52.3,267,774,601,31,221,1230,239,313,10,60
0.2,57.5,0,99,232,77,0,772,0,0,1,61
12.4,39.0,125,382,283,50,112,827,109,177,10,53
3.5,68.5,32,44,413,47,16,647,28,79,3,55
9.4,78.8,99,139,628,60,57,1091,91,71,6,47
26.4,76.4,265,724,727,37,163,1439,235,290,10,34
7.5,52.1,117,134,392,75,70,710,84,125,6,53
19.4,66.5,153,491,657,24,129,1247,144,160,10,60
12.1,63.3,139,360,428,66,75,904,118,80,8,45
36.3,54.5,409,899,858,23,268,1304,275,347,10,36
7.8,88.1,92,241,495,61,39,1175,47,50,4,52
13.3,61.4,176,265,539,32,106,1034,80,179,10,58
7.2,73.3,85,220,516,59,40,770,29,27,6,54
25.0,89.5,285,673,918,7,149,1525,229,167,10,37
22.1,34.8,183,498,495,53,193,666,178,318,10,54
20.9,57.0,237,563,573,44,138,961,187,244,10,43
23.4,35.7,266,620,544,42,202,643,186,311,10,58
14.3,42.5,163,263,435,41,98,907,107,213,10,61
5.1,89.0,65,199,475,33,39,1049,26,46,3,53
23.4,31.0,275,487,532,49,198,795,194,301,10,55
25.1,88.3,251,600,742,16,132,1258,198,219,10,36
5.8,35.3,104,192,330,75,59,657,52,52,5,63
23.2,62.1,207,613,560,44,143,1108,177,266,10,53
2.4,57.8,34,26,391,50,2,646,43,27,2,65
32.7,39.0,373,831,701,24,276,1063,273,367,10,43
22.6,62.3,226,550,707,28,138,1061,204,213,10,55
31.8,43.6,342,790,689,50,240,1014,262,364,10,45
22.4,41.3,272,565,592,36,182,1030,165,266,10,56
5.6,72.3,71,183,489,72,52,1021,49,89,4,51
10.7,47.3,130,211,424,56,78,590,113,118,6,63
33.9,43.8,386,941,806,46,284,1258,265,418,10,44
11.3,75.9,99,244,536,50,55,1045,61,91,6,56
36.2,41.6,397,827,678,39,269,1147,284,389,10,47
16.1,84.5,197,427,657,19,106,1282,142,158,10,53
32.0,68.5,320,885,767,20,196,1506,243,300,10,35
27.0,32.5,298,637,586,57,236,855,193,362,10,57
0.3,46.0,0,0,190,90,0,503,22,5,2,72
1.1,78.2,43,98,430,43,0,701,11,54,3,61
10.1,32.4,117,351,311,73,97,440,62,167,7,75
10.3,50.7,68,247,399,44,63,694,80,129,7,69
36.9,47.9,384,1006,767,13,264,1152,311,454,10,42
24.4,68.3,282,688,764,41,150,1085,167,266,10,39
30.7,88.8,296,681,998,1,175,1449,250,272,10,28
15.8,58.7,150,485,532,53,125,782,139,171,10,59
33.8,43.6,302,781,695,20,261,1240,246,414,10,48
9.5,81.8,57,312,521,63,57,1112,71,125,6,54
12.2,52.2,144,351,481,44,109,946,91,180,8,66
36.9,44.9,332,893,784,36,298,1380,301,463,10,54
7.1,72.3,58,209,560,49,41,923,51,112,4,63
1.4,79.8,0,103,342,58,25,887,40,0,1,50
14.8,82.4,193,349,693,55,88,1227,123,149,7,49
23.9,71.8,231,665,705,31,151,1272,175,196,10,43
27.6,49.9,260,668,752,35,223,912,221,307,10,44
8.1,62.6,86,230,421,57,70,913,89,108,4,64
16.6,39.1,158,441,487,64,130,716,114,213,10,70
8.0,45.7,51,214,389,65,47,487,47,68,7,63
35.9,81.8,339,869,930,24,218,1572,300,292,10,40
0.2,88.3,39,104,376,44,18,1025,28,0,1,61
37.3,34.7,346,837,669,29,312,1075,307,512,10,54
3.1,37.3,16,143,306,96,30,295,35,0,4,75
11.7,67.3,83,344,434,44,58,1010,64,162,6,60
2.8,63.8,0,4,437,63,27,621,0,0,2,68
13.2,49.0,106,261,384,60,81,775,106,136,10,62
23.4,69.1,231,564,602,12,139,1286,202,200,10,45
28.9,75.9,257,643,807,34,163,1342,206,279,10,42
10.4,73.9,88,260,589,29,79,967,61,99,9,60
10.0,69.0,121,294,426,46,53,1011,92,67,5,52
11.3,85.0,154,265,526,54,80,932,103,114,6,49
30.4,37.8,300,744,642,29,235,837,226,392,10,63
11.9,55.3,130,290,482,56,82,794,92,143,8,50
11.2,35.9,92,302,297,50,97,647,74,90,8,66
12.2,66.1,138,281,478,34,84,867,97,146,8,55
22.6,72.2,261,494,712,36,147,1147,183,224,10,39
10.9,44.5,135,316,403,49,92,614,67,173,9,52
38.3,30.1,368,884,748,30,318,887,298,472,10,52
14.9,59.1,121,314,534,65,99,886,148,131,9,56
39.7,39.3,408,1074,762,28,303,1190,327,435,10,46
30.8,36.2,327,677,727,43,239,1060,241,377,10,61
6.9,44.1,51,255,404,78,64,722,79,55,4,67
6.5,82.8,108,245,597,49,18,990,70,30,3,42
4.4,39.1,27,111,189,70,45,403,16,101,2,58
3.7,68.4,17,2,466,43,37,858,34,3,1,66
11.7,82.8,160,288,614,60,71,1224,87,80,8,53
35.0,48.3,342,793,773,34,264,1343,291,408,10,41
30.0,56.6,320,692,753,31,231,1072,237,274,10,47
14.2,62.2,124,343,510,55,108,862,98,181,10,52
13.2,50.8,139,298,536,37,99,729,100,130,10,54
15.4,58.1,201,413,448,30,113,836,116,130,10,48
29.5,37.0,246,689,619,34,233,870,249,386,10,53
18.8,32.0,157,543,539,41,155,502,168,215,10,63
0.1,74.8,14,0,425,82,0,689,0,0,1,55
38.5,31.8,433,1001,794,30,327,1092,336,509,10,54
2.5,83.3,0,135,386,52,17,714,23,23,3,55
15.1,72.9,128,449,645,44,88,859,123,182,8,59
22.0,49.5,192,503,572,45,172,955,181,248,10,45
24.4,64.1,252,562,714,25,183,1195,196,278,10,40
14.7,69.7,126,358,652,30,89,1138,143,124,9,60
36.0,83.3,346,912,943,22,208,1454,276,337,10,42
16.4,66.0,136,329,527,37,109,1088,150,145,10,60
12.8,53.9,165,226,466,51,96,874,88,95,8,50
34.2,47.9,295,932,665,42,259,1201,286,430,10,49
5.3,70.2,27,222,473,67,45,757,55,71,4,49
24.1,31.7,285,625,484,32,197,913,205,287,10,49
16.7,34.7,164,428,402,57,135,689,118,202,10,58
7.9,31.7,128,200,303,85,51,442,57,59,8,69
18.7,34.1,143,372,460,73,152,814,177,200,10,70
10.7,31.8,74,359,223,52,71,459,96,149,10,65
28.2,72.5,248,702,852,23,165,1187,243,239,10,35
26.5,58.6,261,744,595,12,189,1124,197,311,10,54
24.4,74.0,283,577,779,7,136,1405,170,273,10,40
38.3,85.0,420,861,979,6,209,1742,296,379,10,33
34.9,81.5,348,888,889,2,214,1391,299,313,10,38
19.6,62.7,168,438,686,57,116,993,136,251,10,47
19.3,37.1,181,488,511,43,167,688,154,238,10,68
14.5,65.2,153,353,620,55,100,974,88,166,10,47
6.2,85.1,41,74,544,40,26,1134,27,94,4,54
7.5,66.9,116,244,460,59,37,854,48,59,6,48
10.6,42.0,65,198,292,56,93,439,103,77,7,58
27.6,84.6,240,602,833,27,142,1582,196,259,10,34
28.8,58.9,297,711,666,12,219,1206,259,298,10,51
21.9,32.1,248,558,579,44,170,890,184,317,10,64
35.1,81.7,356,823,932,0,225,1580,295,337,10,34
27.7,85.0,313,780,864,12,164,1534,247,256,10,37
20.5,41.2,163,440,545,36,148,826,170,227,10,48
5.3,31.4,90,186,216,64,38,473,34,31,6,66
34.5,33.0,357,826,583,51,273,945,255,455,10,47
38.5,34.7,406,1001,731,14,328,989,293,454,10,43
21.0,82.0,205,559,736,12,139,1433,189,199,10,47
37.6,43.0,363,867,780,32,284,1377,295,404,10,42
39.2,49.1,395,1032,934,36,284,1244,296,447,10,54
24.4,48.3,279,622,588,37,179,978,182,258,10,62
0.5,36.5,31,92,254,96,20,265,0,25,1,64
16.7,30.6,182,443,455,43,145,833,129,204,10,64
14.2,81.2,93,415,607,21,71,1032,119,159,9,48
18.5,89.7,177,446,721,23,114,1315,171,163,10,48
26.5,56.1,257,707,675,29,195,1035,184,321,10,43
19.1,60.6,201,508,509,27,121,861,158,152,10,60
3.7,78.8,35,66,393,61,8,1052,17,17,2,50
0.6,64.5,0,73,352,58,20,652,0,28,1,69
17.3,57.5,134,333,569,30,121,730,135,210,10,48
18.8,83.3,158,505,705,26,98,1289,153,120,10,45
22.2,74.4,271,487,662,18,135,1238,186,224,10,48
13.0,31.9,135,269,335,84,125,694,103,164,10,70
34.9,69.8,380,892,781,21,225,1412,307,378,10,51
23.7,46.9,258,618,589,39,168,865,185,268,10,58
37.4,71.0,376,927,893,9,235,1318,300,383,10,37
16.5,71.1,138,337,533,46,119,945,145,124,10,54
17.3,84.3,176,498,778,14,115,996,163,129,9,40
15.2,84.8,113,372,572,44,69,1022,111,129,7,46
1.2,60.2,1,0,346,81,0,567,28,5,1,52
39.7,79.7,399,1087,1070,0,255,1457,322,399,10,39
18.9,67.2,167,496,581,45,133,1024,162,158,10,46
17.7,88.2,210,470,624,10,82,1350,133,192,10,51
7.0,55.2,101,265,384,43,55,727,73,32,4,56
4.1,89.0,39,18,585,48,31,808,56,34,2,55
1.4,89.7,0,0,372,59,0,1045,9,0,1,53
14.6,48.6,154,341,558,46,128,908,140,123,10,63
21.9,50.6,185,592,534,32,152,794,192,217,10,64
15.9,86.1,186,372,657,49,104,1134,108,180,10,52
1.8,48.9,64,0,190,85,0,578,39,0,2,56
36.2,38.7,315,828,734,21,295,1124,263,472,10,43
20.0,58.3,159,421,588,24,132,956,175,175,10,46
22.1,34.7,219,512,558,49,163,919,164,278,10,64
34.4,42.3,340,900,666,23,276,1295,263,360,10,51
28.9,68.2,278,644,801,20,185,1353,238,306,10,37
22.0,62.5,225,530,738,40,144,1189,191,190,10,58
19.8,32.8,238,543,455,49,149,878,145,232,10,54
6.3,34.2,68,65,360,57,55,627,53,69,5,67
14.4,65.6,132,288,625,62,77,780,99,178,10,45
22.2,53.0,220,619,504,42,154,1150,169,218,10,49
20.5,64.4,191,538,685,24,129,1184,167,219,10,54
39.0,40.3,364,1016,764,40,299,1004,312,517,10,57
16.6,38.1,126,471,482,70,115,903,154,223,10,56
16.9,60.1,124,510,613,51,111,923,108,180,10,56
39.4,86.9,377,1032,1093,0,217,1526,327,382,10,30
6.1,72.8,19,150,476,53,50,728,46,45,3,57
34.6,31.6,366,906,734,43,274,908,249,409,10,52
27.8,40.7,322,721,541,32,225,1009,226,343,10,55
14.4,33.1,114,460,358,46,110,706,131,147,10,64
24.5,34.7,246,652,628,44,194,708,170,332,10,55
31.0,32.0,297,813,640,48,278,808,237,401,10,59
35.6,46.6,387,860,747,38,286,998,277,385,10,40
34.6,84.5,348,917,898,20,214,1403,291,295,10,32
3.1,58.3,24,19,367,62,11,686,35,31,3,56
36.8,86.5,358,936,903,10,228,1699,306,293,10,32
32.5,40.7,343,821,657,21,269,912,238,393,10,58
15.7,46.1,184,363,434,64,102,759,130,208,10,66
33.0,39.1,309,815,740,25,260,1184,293,362,10,50
25.1,77.7,291,687,719,27,158,1193,209,196,10,51
1.3,31.3,9,63,168,67,11,328,22,0,2,66
15.1,40.0,197,399,395,39,121,789,109,193,10,59
18.1,66.7,159,418,571,48,120,1165,124,142,10,57
37.8,45.7,366,981,715,10,305,1197,307,466,10,39
